Cell_lable,NumberOfDivision
1,NaN
2,26
3,13
4,5
5,2
6,18
7,20
8,NaN
9,NaN
10,20
11,11
12,17
13,18
14,9
15,20
16,10
17,13
18,20
19,3
20,17
21,NaN
22,10
23,NaN
24,17
25,11
26,NaN
27,14
28,20
29,24
30,1
31,NaN
32,2
33,20
34,12
35,14
36,11
37,1
38,15
39,13
40,17
41,NaN
42,9
43,12
44,NaN
45,9
46,12
47,22
48,12
49,NaN
50,6
51,14
52,13
53,NaN
54,NaN
55,4
56,18
57,10
58,20
59,23
60,21
61,21
62,9
63,10
64,30
65,12
66,NaN
67,25
68,3
69,NaN
70,NaN
71,NaN
72,25
73,4
74,NaN
75,7
76,4
77,15
78,5
79,8
80,1
81,16
82,9
83,12
84,32
85,NaN
86,19
87,6
88,NaN
89,NaN
90,9
91,NaN
92,NaN
93,NaN
94,NaN
95,NaN
96,NaN
97,NaN
98,NaN
99,NaN
100,NaN
101,NaN
102,NaN
103,NaN
104,NaN
105,9
106,11
107,NaN
108,NaN
109,NaN
110,NaN
111,NaN
112,NaN
113,NaN
114,NaN
115,NaN
116,NaN
117,NaN
118,NaN
119,NaN
120,NaN
121,NaN
122,NaN
123,1
124,NaN
125,NaN
126,3
127,NaN
128,8
129,4
130,NaN
131,NaN
132,NaN
133,NaN
134,NaN
135,NaN
136,NaN
137,NaN
138,NaN
139,NaN
140,NaN
141,NaN
142,NaN
143,NaN
144,NaN
145,NaN
146,NaN
147,NaN
148,NaN
149,NaN
150,NaN
151,NaN
152,NaN
153,NaN
154,4
155,NaN
156,NaN
157,NaN
158,NaN
159,NaN
160,3
161,NaN
162,9
163,NaN
164,NaN
165,NaN
166,NaN
167,NaN
168,NaN
169,NaN
170,NaN
171,NaN
172,7
173,NaN
174,NaN
175,NaN
176,NaN
177,NaN
178,NaN
179,NaN
180,NaN
181,NaN
182,NaN
183,NaN
184,1
185,2
186,NaN
187,NaN
188,NaN
189,NaN
190,NaN
191,3
192,1
193,3
194,NaN
195,NaN
196,NaN
197,NaN
198,NaN
199,NaN
200,NaN
201,NaN
202,NaN
203,NaN
204,NaN
205,NaN
206,3
207,NaN
208,NaN
209,NaN
210,NaN
211,NaN
212,NaN
213,NaN
214,NaN
215,NaN
216,NaN
217,NaN
218,NaN
219,NaN
220,1
221,NaN
222,1
223,NaN
224,NaN
225,NaN
226,NaN
227,6
228,NaN
229,NaN
230,NaN
231,NaN
232,NaN
233,NaN
234,NaN
235,NaN
236,NaN
237,NaN
238,NaN
239,NaN
240,NaN
241,NaN
242,NaN
243,NaN
244,NaN
245,NaN
246,NaN
247,NaN
248,NaN
249,NaN
250,1
251,3
252,1
253,1
254,NaN
255,NaN
256,NaN
257,NaN
258,NaN
259,1
260,NaN
261,1
262,NaN
263,NaN
264,NaN
265,NaN
266,NaN
267,NaN
268,NaN
269,NaN
270,NaN
271,NaN
272,NaN
273,NaN
274,NaN
275,1
276,1
277,NaN
278,1
279,NaN
280,NaN
281,NaN
282,NaN
283,NaN
284,NaN
285,NaN
286,NaN
287,NaN
288,NaN
289,NaN
290,1
291,NaN
292,NaN
293,NaN
294,NaN
295,NaN
296,NaN
297,NaN
298,NaN
299,NaN
300,NaN
301,NaN
302,NaN
303,NaN
304,NaN
305,NaN
306,1
307,NaN
308,1
309,NaN
310,NaN
311,NaN
312,NaN
313,NaN
314,NaN
315,NaN
316,NaN
317,NaN
318,NaN
319,NaN
320,NaN
321,1
322,NaN
323,4
324,NaN
325,NaN
326,NaN
327,NaN
328,NaN
329,NaN
330,1
331,NaN
332,NaN
333,NaN
334,NaN
335,NaN
336,NaN
337,3
338,1
339,NaN
340,NaN
341,NaN
342,NaN
343,NaN
344,NaN
345,NaN
346,NaN
347,NaN
348,1
349,2
350,NaN
351,NaN
352,NaN
353,NaN
354,NaN
355,NaN
356,NaN
357,NaN
358,NaN
359,NaN
360,NaN
361,NaN
362,NaN
363,NaN
364,1
365,NaN
366,NaN
367,NaN
368,2
369,NaN
370,NaN
371,NaN
372,NaN
373,NaN
374,NaN
375,NaN
376,NaN
377,NaN
378,NaN
379,NaN
380,NaN
381,NaN
382,NaN
383,NaN
384,2
385,NaN
386,1
387,NaN
388,NaN
389,NaN
390,NaN
391,NaN
392,NaN
393,NaN
394,NaN
395,NaN
396,NaN
397,NaN
398,NaN
399,NaN
400,NaN
401,NaN
402,NaN
403,NaN
404,1
405,NaN
406,NaN
407,NaN
408,NaN
409,NaN
410,NaN
411,NaN
412,NaN
413,NaN
414,NaN
415,NaN
416,NaN
417,NaN
418,NaN
419,NaN
420,NaN
421,NaN
422,NaN
423,NaN
424,NaN
425,NaN
426,2
427,NaN
428,1
429,NaN
430,NaN
431,NaN
432,NaN
433,NaN
434,NaN
435,NaN
436,NaN
437,NaN
438,NaN
439,NaN
440,NaN
441,NaN
442,NaN
443,NaN
444,1
445,NaN
446,1
447,NaN
448,NaN
449,NaN
450,NaN
451,NaN
452,NaN
453,NaN
454,NaN
455,NaN
456,1
457,NaN
458,NaN
459,NaN
460,NaN
461,NaN
462,NaN
463,NaN
